average_user_rating,average_user_rating_for_current_version,file_size_bytes,is_game_center_enabled,price,primary_genre_id,user_rating_count
4.62744,4.62744,565223424,0,0.0,6014,121774
4.58793,4.58793,321652736,1,0.0,6014,255556
4.53817,4.53817,211790848,0,0.0,6014,461915
4.51656,4.51656,809987072,1,0.0,6014,755
4.82275,4.82275,1646654464,1,0.0,6014,7577
4.76093,4.76093,225503232,0,0.0,6014,27486
4.68351,4.68351,243722240,0,0.0,6014,502289
3.25441,3.25441,55849984,0,0.0,6014,2209
4.82686,4.82686,324406272,0,0.0,6014,1236
4.6525,4.6525,369323008,0,0.0,6014,800
4.51987,4.51987,330479616,0,0.0,6014,281434
4.92494,4.92494,211180544,0,0.0,6014,22741
4.82081,4.82081,233004032,1,0.0,6014,116437
4.74967,4.74967,361871360,0,0.0,6014,697544
4.18309,4.18309,291226624,0,0.0,6014,64121
4.61444,4.61444,491943936,0,0.0,6014,10499
4.588,4.588,282970112,0,0.0,6014,118475
4.76305,4.76305,269076480,0,0.0,6014,729712
4.55311,4.55311,685303808,0,0.0,6014,76212
4.64109,4.64109,235241472,0,0.0,6014,8172
4.6363,4.6363,256303104,0,0.0,6014,1383
3.50698,3.50698,20410368,0,0.0,6014,215
4.5434,4.5434,267919360,0,0.0,6014,158841
4.57484,4.57484,282854400,0,0.0,6014,40158
4.54282,4.54282,433161216,0,0.0,6014,155408
4.85199,4.85199,362911744,0,0.0,6014,19952
4.30558,4.30558,461824000,0,0.0,6014,18715
1.0,1.0,149010432,0,0.0,6014,2
4.55436,4.55436,271255552,0,0.0,6014,5913
4.76387,4.76387,221400064,0,0.0,6014,624906
4.72091,4.72091,418718720,1,0.0,6014,14200
4.66603,4.66603,327089152,0,0.0,6014,2599
4.56876,4.56876,395828224,0,0.0,6014,31695
4.69187,4.69187,358136832,1,0.0,6014,131138
4.94814,4.94814,169728000,0,0.0,6014,85145
4.66859,4.66859,320334848,0,0.0,6014,50945
4.76137,4.76137,119911424,0,0.0,6014,27629
